Clade,Type,Host_Family,Host_Genus,Host_Sci_Name,Ocean,Region,host_tol,symb_ID,host_ID,T_MMM_05
C,C3z,Merulinidae,Merulina,Merulina ampliata,Indian,Western_Indian,0.414,737,405,28.97
C,C3z,Faviidae,Montastraea,Montastraea magonistercasa,Indian,Western_Indian,0.786,737,431,28.97
C,C3z,Faviidae,Platygyra,Platygyra daedalea,Indian,Western_Indian,0.546,737,540,28.97
C,C3z,Faviidae,Platygyra,Platygyra sp.,Indian,Western_Indian,0.644,737,552,28.97
C,C42,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Indian,Western_Indian,0.782,735,577,28.97
C,C42a,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Indian,Western_Indian,0.782,761,577,28.97
C,C64,Poritidae,Alveopora,Alveopora sp.,Indian,Western_Indian,0.747,958,140,28.97
D,D1,Acroporidae,Acropora,Acropora appressa,Indian,Western_Indian,0.642,786,7,28.97
D,D1,Acroporidae,Acropora,Acropora tenuis,Indian,Western_Indian,0.622,786,113,28.97
D,D1,Faviidae,Diploastrea,Diploastrea heliopora,Indian,Western_Indian,0.801,786,191,28.97
D,D1,Faviidae,Favites,Favites sp.,Indian,Western_Indian,0.716,786,272,28.97
D,D1,Fungiidae,Fungia,Fungia sp.,Indian,Western_Indian,0.883,786,294,28.97
D,D1,Oculinidae,Galaxea,Galaxea sp.,Indian,Western_Indian,0.679,786,305,28.97
D,D1,Agariciidae,Gardineroseris,Gardineroseris planulata,Indian,Western_Indian,0.767,786,307,28.97
D,D1,Mussidae,Lobophyllia,Lobophyllia sp.,Indian,Western_Indian,0.601,786,379,28.97
D,D1,Pectiniidae,Mycedium,Mycedium elephantotus,Indian,Western_Indian,0.862,786,480,28.97
D,D1,Caryophylliidae,Physogyra,Physogyra lichtensteini,Indian,Western_Indian,0.285,786,537,28.97
D,D1,Caryophylliidae,Plerogyra,Plerogyra sinuosa,Indian,Western_Indian,0.285,786,557,28.97
D,D1,Pocilloporidae,Seriatopora,Seriatopora hystrix,Indian,Western_Indian,0.385,786,683,28.97
D,D1a,Acroporidae,Acropora,Acropora appressa,Indian,Western_Indian,0.642,748,7,28.97
D,D1a,Faviidae,Diploastrea,Diploastrea heliopora,Indian,Western_Indian,0.801,748,191,28.97
D,D1a,Faviidae,Favites,Favites sp.,Indian,Western_Indian,0.716,748,272,28.97
D,D1a,Fungiidae,Fungia,Fungia sp.,Indian,Western_Indian,0.883,748,294,28.97
D,D1a,Oculinidae,Galaxea,Galaxea sp.,Indian,Western_Indian,0.679,748,305,28.97
D,D1a,Agariciidae,Gardineroseris,Gardineroseris planulata,Indian,Western_Indian,0.767,748,307,28.97
D,D1a,Mussidae,Lobophyllia,Lobophyllia sp.,Indian,Western_Indian,0.601,748,379,28.97
D,D1a,Pectiniidae,Mycedium,Mycedium elephantotus,Indian,Western_Indian,0.862,748,480,28.97
D,D1a,Caryophylliidae,Physogyra,Physogyra lichtensteini,Indian,Western_Indian,0.285,748,537,28.97
D,D1a,Caryophylliidae,Plerogyra,Plerogyra sinuosa,Indian,Western_Indian,0.285,748,557,28.97
C,C1,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,American_Samoa,0.782,750,578,29.87
C,C15,Poritidae,Porites,Porites lobata,Pacific,American_Samoa,0.642,776,625,29.87
C,C15.6,Poritidae,Porites,Porites lobata,Pacific,American_Samoa,0.642,842,625,29.87
C,C15.7,Poritidae,Porites,Porites lobata,Pacific,American_Samoa,0.642,843,625,29.87
C,C15.8,Poritidae,Porites,Porites lobata,Pacific,American_Samoa,0.642,844,625,29.87
C,C15.9,Poritidae,Porites,Porites lobata,Pacific,American_Samoa,0.642,845,625,29.87
C,C15h,Poritidae,Porites,Porites lobata,Pacific,American_Samoa,0.642,851,625,29.87
C,C1c,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,American_Samoa,0.782,772,578,29.87
C,C42a,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,American_Samoa,0.782,761,578,29.87
D,D1,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,American_Samoa,0.782,786,578,29.87
D,D1a,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,American_Samoa,0.782,748,578,29.87
A,A1,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,768,24,27.60
A,A1,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,Central_Pacific,0.782,768,580,27.60
A,A1,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Central_Pacific,0.672,768,587,27.60
A,A1.2,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,Central_Pacific,0.782,796,580,27.60
C,C1,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,750,24,27.60
C,C1,Acroporidae,Acropora,Acropora nasuta,Pacific,Central_Pacific,0.411,750,71,27.60
C,C1,Siderastreidae,Coscinaraea,Coscinaraea wellsi,Pacific,Central_Pacific,0.685,750,167,27.60
C,C1,Fungiidae,Cycloseris,Cycloseris vaughani,Pacific,Central_Pacific,0.673,750,170,27.60
C,C1,Faviidae,Cyphastrea,Cyphastrea ocellina,Pacific,Central_Pacific,0.945,750,176,27.60
C,C1,Faviidae,Cyphastrea,Cyphastrea sp.,Pacific,Central_Pacific,0.783,750,179,27.60
C,C1,Fungiidae,Fungia,Fungia scutaria,Pacific,Central_Pacific,0.831,750,290,27.60
C,C1,Fungiidae,Fungia,Fungia scutaria,Pacific,Central_Pacific,0.831,750,290,27.60
C,C1,Fungiidae,Fungia,Fungia sp.,Pacific,Central_Pacific,0.883,750,292,27.60
C,C1,Faviidae,Leptastrea,Leptastrea bottae,Pacific,Central_Pacific,0.793,750,352,27.60
C,C1,Faviidae,Leptastrea,Leptastrea purpurea,Pacific,Central_Pacific,0.843,750,357,27.60
C,C1,Faviidae,Leptastrea,Leptastrea sp.,Pacific,Central_Pacific,0.832,750,358,27.60
C,C1,Agariciidae,Leptoseris,Leptoseris incrustans,Pacific,Central_Pacific,0.912,750,365,27.60
C,C1,Agariciidae,Leptoseris,Leptoseris sp,Pacific,Central_Pacific,0.785,750,368,27.60
C,C1,Agariciidae,Pavona,Pavona varians,Pacific,Central_Pacific,0.762,750,528,27.60
C,C1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,750,568,27.60
C,C1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,750,568,27.60
C,C1,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,Central_Pacific,0.782,750,580,27.60
C,C1,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,Central_Pacific,0.782,750,580,27.60
C,C1,Pocilloporidae,Pocillopora,Pocillopora ligulata,Pacific,Central_Pacific,0.617,750,582,27.60
C,C1,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Central_Pacific,0.672,750,587,27.60
C,C1,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Central_Pacific,0.672,750,587,27.60
C,C1,Siderastreidae,Psammocora,Psammocora sp.,Pacific,Central_Pacific,0.620,750,669,27.60
C,C1,Siderastreidae,Psammocora,Psammocora sp.,Pacific,Central_Pacific,0.620,750,669,27.60
C,C1_v1a,Agariciidae,Leptoseris,Leptoseris sp,Pacific,Central_Pacific,0.785,816,368,27.60
C,C1_v1b,Agariciidae,Leptoseris,Leptoseris sp,Pacific,Central_Pacific,0.785,817,368,27.60
C,C1.5,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,818,568,27.60
C,C1.6,Fungiidae,Fungia,Fungia scutaria,Pacific,Central_Pacific,0.831,819,290,27.60
C,C1.6,Faviidae,Leptastrea,Leptastrea sp.,Pacific,Central_Pacific,0.832,819,358,27.60
C,C1.7,Fungiidae,Fungia,Fungia scutaria,Pacific,Central_Pacific,0.831,820,290,27.60
C,C1.7,Faviidae,Leptastrea,Leptastrea sp.,Pacific,Central_Pacific,0.832,820,358,27.60
C,C1.7,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,820,568,27.60
C,C1.8,Fungiidae,Fungia,Fungia scutaria,Pacific,Central_Pacific,0.831,821,290,27.60
C,C1.8,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,Central_Pacific,0.782,821,580,27.60
C,C15,Poritidae,Porites,Porites brighami,Pacific,Central_Pacific,0.825,776,608,27.60
C,C15,Poritidae,Porites,Porites compressa,Pacific,Central_Pacific,0.663,776,610,27.60
C,C15,Poritidae,Porites,Porites lobata,Pacific,Central_Pacific,0.642,776,627,27.60
C,C15,Poritidae,Porites,Porites lobata,Pacific,Central_Pacific,0.642,776,627,27.60
C,C15,Poritidae,Porites,Porites lutea,Pacific,Central_Pacific,0.754,776,630,27.60
C,C15,Poritidae,Porites,Porites lutea/evermanni,Pacific,Central_Pacific,0.945,776,632,27.60
C,C15,Poritidae,Porites,Porites sp.,Pacific,Central_Pacific,0.695,776,651,27.60
C,C15.1,Poritidae,Porites,Porites sp.,Pacific,Central_Pacific,0.695,836,651,27.60
C,C15.2 (type 1),Poritidae,Porites,Porites sp.,Pacific,Central_Pacific,0.695,837,651,27.60
C,C15.2 (type 2),Poritidae,Porites,Porites compressa,Pacific,Central_Pacific,0.663,838,610,27.60
C,C15.3,Poritidae,Porites,Porites sp.,Pacific,Central_Pacific,0.695,839,651,27.60
C,C15.4,Poritidae,Porites,Porites sp.,Pacific,Central_Pacific,0.695,840,651,27.60
C,C15.5,Poritidae,Porites,Porites sp.,Pacific,Central_Pacific,0.695,841,651,27.60
C,C15a,Poritidae,Porites,Porites sp.,Pacific,Central_Pacific,0.695,846,651,27.60
C,C15b,Poritidae,Porites,Porites compressa,Pacific,Central_Pacific,0.663,847,610,27.60
C,C15c,Poritidae,Porites,Porites compressa,Pacific,Central_Pacific,0.663,848,610,27.60
C,C15d,Poritidae,Porites,Porites sp.,Pacific,Central_Pacific,0.695,849,651,27.60
C,C17,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,858,441,27.60
C,C17,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,858,441,27.60
C,C17.2,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,743,441,27.60
C,C17.2,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,743,441,27.60
C,C1b,Agariciidae,Leptoseris,Leptoseris sp,Pacific,Central_Pacific,0.785,864,368,27.60
C,C1c,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,772,24,27.60
C,C1c,Fungiidae,Cycloseris,Cycloseris vaughani,Pacific,Central_Pacific,0.673,772,170,27.60
C,C1c,Agariciidae,Leptoseris,Leptoseris sp,Pacific,Central_Pacific,0.785,772,368,27.60
C,C1c,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,772,568,27.60
C,C1c,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,Central_Pacific,0.782,772,580,27.60
C,C1c,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Central_Pacific,0.672,772,587,27.60
C,C1b,Fungiidae,Fungia,Fungia scutaria,Pacific,Central_Pacific,0.831,864,290,27.60
C,C1b,Faviidae,Leptastrea,Leptastrea sp.,Pacific,Central_Pacific,0.832,864,358,27.60
C,C1b,Agariciidae,Pavona,Pavona varians,Pacific,Central_Pacific,0.762,864,528,27.60
C,C1b,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,864,568,27.60
C,C1d,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,865,568,27.60
C,C1b,Faviidae,Cyphastrea,Cyphastrea sp.,Pacific,Central_Pacific,0.783,864,179,27.60
C,C1b,Fungiidae,Fungia,Fungia sp.,Pacific,Central_Pacific,0.883,864,292,27.60
C,C1b,Siderastreidae,Psammocora,Psammocora sp.,Pacific,Central_Pacific,0.620,864,669,27.60
C,C1f,Faviidae,Cyphastrea,Cyphastrea ocellina,Pacific,Central_Pacific,0.945,866,176,27.60
C,C1f,Fungiidae,Fungia,Fungia scutaria,Pacific,Central_Pacific,0.831,866,290,27.60
C,C1f,Fungiidae,Fungia,Fungia scutaria,Pacific,Central_Pacific,0.831,866,290,27.60
C,C1f,Faviidae,Leptastrea,Leptastrea bottae,Pacific,Central_Pacific,0.793,866,352,27.60
C,C1f,Faviidae,Leptastrea,Leptastrea purpurea,Pacific,Central_Pacific,0.843,866,357,27.60
C,C1f,Faviidae,Leptastrea,Leptastrea sp.,Pacific,Central_Pacific,0.832,866,358,27.60
C,C1f,Siderastreidae,Psammocora,Psammocora sp.,Pacific,Central_Pacific,0.620,866,669,27.60
C,C1g,Pocilloporidae,Pocillopora,Pocillopora ligulata,Pacific,Central_Pacific,0.617,867,582,27.60
C,C1h,Agariciidae,Pavona,Pavona varians,Pacific,Central_Pacific,0.762,790,528,27.60
C,C21,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,785,441,27.60
C,C21,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,785,441,27.60
C,C21,Acroporidae,Montipora,Montipora patula,Pacific,Central_Pacific,0.863,785,459,27.60
C,C21,Agariciidae,Pavona,Pavona varians,Pacific,Central_Pacific,0.762,785,528,27.60
C,C21,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,785,568,27.60
C,C21.11,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,875,441,27.60
C,C21.12,Acroporidae,Acropora,Acropora nasuta,Pacific,Central_Pacific,0.411,876,71,27.60
C,C21.13,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,877,24,27.60
C,C21.13,Acroporidae,Acropora,Acropora nasuta,Pacific,Central_Pacific,0.411,877,71,27.60
C,C21.14,Agariciidae,Pavona,Pavona varians,Pacific,Central_Pacific,0.762,878,528,27.60
C,C21.16,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,879,441,27.60
C,C21.6,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,880,441,27.60
C,C26,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,792,441,27.60
C,C27,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,884,24,27.60
C,C27,Agariciidae,Leptoseris,Leptoseris sp,Pacific,Central_Pacific,0.785,884,368,27.60
C,C27,Agariciidae,Pavona,Pavona duerdeni,Pacific,Central_Pacific,0.524,884,516,27.60
C,C27,Agariciidae,Pavona,Pavona varians,Pacific,Central_Pacific,0.762,884,528,27.60
C,C27,Agariciidae,Pavona,Pavona varians,Pacific,Central_Pacific,0.762,884,528,27.60
C,C27.1,Agariciidae,Pavona,Pavona varians,Pacific,Central_Pacific,0.762,885,528,27.60
C,C3,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,762,24,27.60
C,C3,Acroporidae,Acropora,Acropora nasuta,Pacific,Central_Pacific,0.411,762,71,27.60
C,C3,Fungiidae,Fungia,Fungia scutaria,Pacific,Central_Pacific,0.831,762,290,27.60
C,C3,Faviidae,Leptastrea,Leptastrea sp.,Pacific,Central_Pacific,0.832,762,358,27.60
C,C3,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,762,441,27.60
C,C3,Agariciidae,Pavona,Pavona varians,Pacific,Central_Pacific,0.762,762,528,27.60
C,C3,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,762,568,27.60
C,C3,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,762,568,27.60
C,C3.10,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,887,24,27.60
C,C3.10,Acroporidae,Acropora,Acropora nasuta,Pacific,Central_Pacific,0.411,887,71,27.60
C,C3.11,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,888,24,27.60
C,C3.11,Acroporidae,Acropora,Acropora nasuta,Pacific,Central_Pacific,0.411,888,71,27.60
C,C3.12,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,889,568,27.60
C,C3.14,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,890,441,27.60
C,C3.2,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,891,24,27.60
C,C3.2,Acroporidae,Acropora,Acropora nasuta,Pacific,Central_Pacific,0.411,891,71,27.60
C,C3.2,Fungiidae,Fungia,Fungia scutaria,Pacific,Central_Pacific,0.831,891,290,27.60
C,C3.2,Faviidae,Leptastrea,Leptastrea sp.,Pacific,Central_Pacific,0.832,891,358,27.60
C,C3.7,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,892,24,27.60
C,C3.7,Acroporidae,Acropora,Acropora nasuta,Pacific,Central_Pacific,0.411,892,71,27.60
C,C3.8,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,893,24,27.60
C,C3.8,Acroporidae,Acropora,Acropora nasuta,Pacific,Central_Pacific,0.411,893,71,27.60
C,C3.9,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,894,24,27.60
C,C31,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,760,441,27.60
C,C31,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,760,441,27.60
C,C31,Acroporidae,Montipora,Montipora patula,Pacific,Central_Pacific,0.863,760,459,27.60
C,C31,Acroporidae,Montipora,Montipora patula,Pacific,Central_Pacific,0.863,760,459,27.60
C,C31.1,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,895,441,27.60
C,C31.10,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,896,441,27.60
C,C31.5,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,897,441,27.60
C,C31.6,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,898,441,27.60
C,C31.9,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,899,441,27.60
C,C32,Acroporidae,Montipora,Montipora flabellata,Pacific,Central_Pacific,0.615,903,449,27.60
C,C32a,Acroporidae,Montipora,Montipora flabellata,Pacific,Central_Pacific,0.615,904,449,27.60
C,C33.1,Acroporidae,Montipora,Montipora flabellata,Pacific,Central_Pacific,0.615,905,449,27.60
C,C34,Pocilloporidae,Pocillopora,Pocillopora molokensis,Pacific,Central_Pacific,0.463,907,588,27.60
C,C3b,Acroporidae,Acropora,Acropora cytherea,Pacific,Central_Pacific,0.575,916,24,27.60
C,C3b,Acroporidae,Acropora,Acropora nasuta,Pacific,Central_Pacific,0.411,916,71,27.60
C,C42a,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,761,568,27.60
C,C42a,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,761,568,27.60
C,C42a,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,Central_Pacific,0.782,761,580,27.60
C,C42a,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Central_Pacific,0.672,761,587,27.60
C,C1c,Agariciidae,Pavona,Pavona varians,Pacific,Central_Pacific,0.762,772,528,27.60
C,C1c,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Central_Pacific,0.577,772,568,27.60
C,C1c,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,Central_Pacific,0.782,772,580,27.60
C,C1c,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Central_Pacific,0.672,772,587,27.60
C,C45.3,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,Central_Pacific,0.782,937,580,27.60
D,D1,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,786,441,27.60
D,D1,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,786,441,27.60
D,D1,Acroporidae,Montipora,Montipora patula,Pacific,Central_Pacific,0.863,786,459,27.60
D,D1,Acroporidae,Montipora,Montipora patula,Pacific,Central_Pacific,0.863,786,459,27.60
D,D1,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Central_Pacific,0.672,786,587,27.60
D,D1.6,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,971,441,27.60
D,D1a,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,748,441,27.60
D,D1a,Acroporidae,Montipora,Montipora capitata,Pacific,Central_Pacific,0.863,748,441,27.60
D,D1a,Acroporidae,Montipora,Montipora patula,Pacific,Central_Pacific,0.863,748,459,27.60
D,D1a,Acroporidae,Montipora,Montipora patula,Pacific,Central_Pacific,0.863,748,459,27.60
D,D1a,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Central_Pacific,0.672,748,587,27.60
C,KB1,Poritidae,Porites,Porites lobata,Pacific,Central_Pacific,0.642,978,627,27.60
C,KB1,Poritidae,Porites,Porites lutea,Pacific,Central_Pacific,0.754,978,630,27.60
C,KB2,Poritidae,Porites,Porites lobata,Pacific,Central_Pacific,0.642,979,627,27.60
C,KB2,Poritidae,Porites,Porites lutea,Pacific,Central_Pacific,0.754,979,630,27.60
C,KB3,Poritidae,Porites,Porites compressa,Pacific,Central_Pacific,0.663,980,610,27.60
C,KB3,Poritidae,Porites,Porites lobata,Pacific,Central_Pacific,0.642,980,627,27.60
C,KB3,Poritidae,Porites,Porites lutea,Pacific,Central_Pacific,0.754,980,630,27.60
C,KB4,Poritidae,Porites,Porites lobata,Pacific,Central_Pacific,0.642,981,627,27.60
C,KB4,Poritidae,Porites,Porites lutea,Pacific,Central_Pacific,0.754,981,630,27.60
B,B1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,754,573,27.63
C,C1,Agariciidae,Pavona,Pavona clavus,Pacific,Eastern_Pacific,0.685,750,513,27.63
C,C1,Agariciidae,Pavona,Pavona gigantea,Pacific,Eastern_Pacific,0.631,750,521,27.63
C,C1,Pocilloporidae,Pocillopora,Pocillopora capitata,Pacific,Eastern_Pacific,0.649,750,561,27.63
C,C1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,750,573,27.63
C,C1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,750,573,27.63
C,C1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,750,573,27.63
C,C1,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Eastern_Pacific,0.672,750,585,27.63
C,C1,Pocilloporidae,Pocillopora,Pocillopora sp.,Pacific,Eastern_Pacific,0.646,750,590,27.63
C,C1,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Pacific,Eastern_Pacific,0.742,750,594,27.63
C,C1,Poritidae,Porites,Porites panamensis,Pacific,Eastern_Pacific,0.724,750,637,27.63
C,C1,Siderastreidae,Psammocora,Psammocora brighami,Pacific,Eastern_Pacific,0.509,750,656,27.63
C,C1,Siderastreidae,Psammocora,Psammocora profundacella,Pacific,Eastern_Pacific,0.567,750,665,27.63
C,C1,Siderastreidae,Psammocora,Psammocora sp.,Pacific,Eastern_Pacific,0.620,750,668,27.63
C,C1,Siderastreidae,Psammocora,Psammocora stellata,Pacific,Eastern_Pacific,0.881,750,670,27.63
C,C1,Siderastreidae,Psammocora,Psammocora superficialis,Pacific,Eastern_Pacific,0.945,750,671,27.63
C,C18,Poritidae,Porites,Porites sp.,Pacific,Eastern_Pacific,0.695,860,652,27.63
C,C1b,Pocilloporidae,Pocillopora,Pocillopora capitata,Pacific,Eastern_Pacific,0.649,864,561,27.63
C,C1b,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,864,573,27.63
C,C1b,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,864,573,27.63
C,C1b,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,864,573,27.63
C,C1b,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Eastern_Pacific,0.672,864,585,27.63
C,C1b,Pocilloporidae,Pocillopora,Pocillopora sp.,Pacific,Eastern_Pacific,0.646,864,590,27.63
C,C1b,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Pacific,Eastern_Pacific,0.742,864,594,27.63
C,C1c,Agariciidae,Pavona,Pavona clavus,Pacific,Eastern_Pacific,0.685,772,513,27.63
C,C1c,Agariciidae,Pavona,Pavona gigantea,Pacific,Eastern_Pacific,0.631,772,521,27.63
C,C1c,Pocilloporidae,Pocillopora,Pocillopora capitata,Pacific,Eastern_Pacific,0.649,772,561,27.63
C,C1c,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,772,573,27.63
C,C1c,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,772,573,27.63
C,C1c,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,772,573,27.63
C,C1c,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Eastern_Pacific,0.672,772,585,27.63
C,C1c,Pocilloporidae,Pocillopora,Pocillopora sp.,Pacific,Eastern_Pacific,0.646,772,590,27.63
C,C1c,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Pacific,Eastern_Pacific,0.742,772,594,27.63
C,C1d,Pocilloporidae,Pocillopora,Pocillopora sp.,Pacific,Eastern_Pacific,0.646,865,590,27.63
C,C1b,Siderastreidae,Psammocora,Psammocora sp.,Pacific,Eastern_Pacific,0.620,864,668,27.63
C,C1f,Siderastreidae,Psammocora,Psammocora brighami,Pacific,Eastern_Pacific,0.509,866,656,27.63
C,C1f,Siderastreidae,Psammocora,Psammocora profundacella,Pacific,Eastern_Pacific,0.567,866,665,27.63
C,C1f,Siderastreidae,Psammocora,Psammocora stellata,Pacific,Eastern_Pacific,0.881,866,670,27.63
C,C1f,Siderastreidae,Psammocora,Psammocora superficialis,Pacific,Eastern_Pacific,0.945,866,671,27.63
C,C42a,Pocilloporidae,Pocillopora,Pocillopora sp.,Pacific,Eastern_Pacific,0.646,761,590,27.63
C,C66,Poritidae,Porites,Porites panamensis,Pacific,Eastern_Pacific,0.724,764,637,27.63
C,C66a,Poritidae,Porites,Porites panamensis,Pacific,Eastern_Pacific,0.724,959,637,27.63
C,C66b,Poritidae,Porites,Porites panamensis,Pacific,Eastern_Pacific,0.724,960,637,27.63
C,C75,Poritidae,Porites,Porites panamensis,Pacific,Eastern_Pacific,0.724,962,637,27.63
D,D1,Pocilloporidae,Pocillopora,Pocillopora capitata,Pacific,Eastern_Pacific,0.649,786,561,27.63
D,D1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,786,573,27.63
D,D1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,786,573,27.63
D,D1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Eastern_Pacific,0.577,786,573,27.63
D,D1,Pocilloporidae,Pocillopora,Pocillopora meandrina,Pacific,Eastern_Pacific,0.672,786,585,27.63
D,D1,Pocilloporidae,Pocillopora,Pocillopora sp.,Pacific,Eastern_Pacific,0.646,786,590,27.63
D,D1,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Pacific,Eastern_Pacific,0.742,786,594,27.63
