Clade,Type,Gene,Isolate,Methodology,Genbank,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Environment,Ocean,Country,StateRegion,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Redundancy,Species,Potential_Pseudogene_Ref
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,6,10,2005,2005,Finney_2010_Microb_Ecol_60_250,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C3,ITS2,NA,NA,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,sp.,Diploria sp.,in hospite,Caribbean,NA,Western Caribbean,NA,NA,14.5,-82.5,1000000,25,25,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,NA,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,sp.,Diploria sp.,in hospite,Caribbean,NA,Central Caribbean,NA,NA,15,-74,1000000,25,25,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3L,ITS2,NA,NA,AY589738,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,sp.,Diploria sp.,in hospite,Caribbean,NA,Western Caribbean,NA,NA,14.5,-82.5,1000000,25,25,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NA
C,C3L,ITS2,NA,NA,same_as_AY589738,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,sp.,Diploria sp.,in hospite,Caribbean,NA,Central Caribbean,NA,NA,15,-74,1000000,25,25,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NA
C,C50,ITS2,NA,NA,AY589755,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,sp.,Diploria sp.,in hospite,Caribbean,NA,Northern Caribbean,NA,NA,19,-75,1000000,15,15,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NA
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,United States,US Virgin Islands,NA,NA,18.296119,-64.890936,14000,1,8,2007,2007,Correa_2009_Coral_Reefs_28_437,NA,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,United States,US Virgin Islands,NA,NA,18.296119,-64.890936,14000,11,11,2007,2007,Correa_2009_Coral_Reefs_28_437,NA,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,United States,Florida,Florida Keys,NA,24.776438,-80.717769,80000,4,4,2006,2006,Correa_2009_Coral_Reefs_28_437,NA,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,6,10,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,1500,6,10,2002,2003,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,10,20,2002,2003,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,NA,20.5,-86.52,4000,2.5,2.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B24,ITS2,NA,DGGE,GU907643,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,6,10,2002,2003,Finney_2010_Microb_Ecol_60_250,NA,NA,NA
B,B35,ITS2,NA,DGGE,NA,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NA
B,B38,ITS2,NA,DGGE,GU907651,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,10,20,2002,2003,Finney_2010_Microb_Ecol_60_250,B21,NA,NA
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,NA,20.5,-86.52,4000,2.5,2.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,10,20,2002,2003,Finney_2010_Microb_Ecol_60_250,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3L,ITS2,NA,DGGE,same_as_AY589738,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,strigosa,Diploria strigosa,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,10,20,2002,2003,Finney_2010_Microb_Ecol_60_250,NA,NA,NA
C,C21,ITS2,NA,DGGE,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,3,3,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21,ITS2,NA,DGGE,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,10,10,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Australia,Great Barrier Reef,Curacao Island,NA,-18.6672528,146.5557028,3000,1,6,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3h,ITS2,NA,DGGE,same_as_AY239365,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Australia,Great Barrier Reef,Curacao Island,NA,-18.6672528,146.5557028,3000,1,6,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C3ha,ITS2,NA,DGGE,same_as_AY589736,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,aspera,Echinophyllia aspera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,echinata,Echinophyllia echinata,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,echinata,Echinophyllia echinata,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3aa,ITS2,NA,DGGE,GU111880,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,echinata,Echinophyllia echinata,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3h,ITS2,NA,DGGE,same_as_AY239365,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,echinata,Echinophyllia echinata,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,echinata,Echinophyllia echinata,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,echinoporoides,Echinophyllia echinoporoides,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,orpheensis,Echinophyllia orpheensis,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3h,ITS2,NA,DGGE,same_as_AY239365,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,orpheensis,Echinophyllia orpheensis,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C21,ITS2,NA,DGGE,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,sp.,Echinophyllia sp.,in hospite,Pacific,Japan,Okinawa,Zamami Island,NA,26.2334528,127.3092069,3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21a,ITS2,NA,DGGE,same_as_AY589744,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,sp.,Echinophyllia sp.,in hospite,Pacific,Japan,Okinawa,Zamami Island,NA,26.2334528,127.3092069,3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Pacific,Australia,Great Barrier Reef,Curacao Island,NA,-18.6672528,146.5557028,3000,1,6,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3h,ITS2,NA,DGGE,same_as_AY239365,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,gemmacea,Echinopora gemmacea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,hirsutissima,Echinopora hirsutissima,in hospite,Pacific,Australia,Great Barrier Reef,Curacao Island,NA,-18.6672528,146.5557028,3000,1,6,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,hirsutissima,Echinopora hirsutissima,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3h,ITS2,NA,DGGE,same_as_AY239365,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,hirsutissima,Echinopora hirsutissima,in hospite,Pacific,Australia,Great Barrier Reef,Curacao Island,NA,-18.6672528,146.5557028,3000,1,6,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,hirsutissima,Echinopora hirsutissima,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C40,ITS2,NA,DGGE,same_as_AY258485,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,hirsutissima,Echinopora hirsutissima,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,hirsutissima,Echinopora hirsutissima,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,3,3,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,hirsutissima,Echinopora hirsutissima,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,3,3,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,horrida,Echinopora horrida,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,horrida,Echinopora horrida,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C40,ITS2,NA,DGGE,same_as_AY258485,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,horrida,Echinopora horrida,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C40a,ITS2,NA,DGGE,same_as_AY589747,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,horrida,Echinopora horrida,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,lamellosa,Echinopora lamellosa,in hospite,Pacific,Japan,Okinawa,Zamami Island,NA,26.2334528,127.3092069,3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C21,ITS2,NA,DGGE,AY239372,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,lamellosa,Echinopora lamellosa,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,10,10,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21,ITS2,NA,DGGE,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,lamellosa,Echinopora lamellosa,in hospite,Indian,Australia,Western Australia,Ningaloo,NA,-23.097835,113.624526,50000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
