Clade,Type,Gene,Isolate,Methodology,Genbank,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Environment,Ocean,Country,StateRegion,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Redundancy,Species,Potential_Pseudogene_Ref
B,B10,ITS2,NA,DGGE,same_as_AF499787,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,Florida,Florida Keys,Alligator Reef,24.59,-80.22,10000,12,12,2000,2002,Thornhill_2006_Mar_Biol_148_711,NA,NA,NA
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,US Virgin Islands,NA,NA,18.296119,-64.890936,14000,23,23,2007,2007,Correa_2009_Coral_Reefs_28_437,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C12,ITS2,NA,DGGE,same_as_AF499801,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,Bahamas,Exuma Islands,Lee Stocking Island,South Perry Reef,23.7672556,-76.0946417,3000,12,12,2000,2004,Thornhill_2006_Mar_Biol_148_711,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,Florida,Florida Keys,Conch Reef,24.59,-80.22,10000,12,12,2000,2000,Thornhill_2006_Mar_Biol_148_711,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,Florida,Florida Keys,Alligator Reef,24.59,-80.22,10000,12,12,2000,2004,Thornhill_2006_Mar_Biol_148_711,NA,NA,NO_Stat_2009_MEPS_386_83
C,C7,ITS2,NA,cloning,DQ838548,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,Panama,Bocas del Toro,NA,NA,9.3353361,-82.2543222,15000,,,2002,2002,Garren_2006_Coral_Reefs_25_503,NA,NA,NA
C,C7,ITS2,NA,DGGE,same_as_AF499797,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,US Virgin Islands,NA,NA,18.296119,-64.890936,14000,20,20,2007,2007,Correa_2009_Coral_Reefs_28_437,NA,NA,NA
C,C7,ITS2,NA,DGGE,same_as_AF499797,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,US Virgin Islands,NA,NA,18.296119,-64.890936,14000,23,23,2007,2007,Correa_2009_Coral_Reefs_28_437,NA,NA,NA
C,C7,ITS2,NA,DGGE,same_as_AF499797,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NA
C,C7a,ITS2,NA,DGGE,NA,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NA
C,NA,ITS2,NA,cloning,DQ838544,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,Panama,Bocas del Toro,NA,NA,9.3353361,-82.2543222,15000,,,2002,2002,Garren_2006_Coral_Reefs_25_503,NA,NA,NA
D,D1,ITS2,NA,cloning,DQ838545,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,Panama,Bocas del Toro,NA,NA,9.3353361,-82.2543222,15000,,,2002,2002,Garren_2006_Coral_Reefs_25_503,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,US Virgin Islands,NA,NA,18.296119,-64.890936,14000,20,20,2007,2007,Correa_2009_Coral_Reefs_28_437,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,US Virgin Islands,NA,NA,18.296119,-64.890936,14000,23,23,2007,2007,Correa_2009_Coral_Reefs_28_437,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,Florida,Florida Keys,Conch Reef,24.59,-80.22,10000,12,12,2000,2000,Thornhill_2006_Mar_Biol_148_711,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,Florida,Florida Keys,Alligator Reef,24.59,-80.22,10000,12,12,2000,2001,Thornhill_2006_Mar_Biol_148_711,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,US Virgin Islands,NA,NA,18.296119,-64.890936,14000,20,20,2007,2007,Correa_2009_Coral_Reefs_28_437,NA,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,US Virgin Islands,NA,NA,18.296119,-64.890936,14000,23,23,2007,2007,Correa_2009_Coral_Reefs_28_437,NA,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,Florida,Florida Keys,Conch Reef,24.59,-80.22,10000,12,12,2000,2000,Thornhill_2006_Mar_Biol_148_711,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,United States,Florida,Florida Keys,Alligator Reef,24.59,-80.22,10000,12,12,2000,2001,Thornhill_2006_Mar_Biol_148_711,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,magonistercasa,Montastraea magonistercasa,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3z,ITS2,NA,DGGE,same_as_GU111884,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,magonistercasa,Montastraea magonistercasa,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C12,ITS2,NA,DGGE,same_as_AF499801,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,sp.,Montastraea sp.,in hospite,Caribbean,Bahamas,Exuma Islands,Lee Stocking Island,NA,23.7672556,-76.0946417,3000,14,14,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,NA,NA,NA
C,C3,ITS2,NA,NA,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,sp.,Montastraea sp.,in hospite,Caribbean,NA,Western Caribbean,NA,NA,14.5,-82.5,1000000,2,3,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,NA,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,sp.,Montastraea sp.,in hospite,Caribbean,NA,Western Caribbean,NA,NA,14.5,-82.5,1000000,13,25,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3f,ITS2,NA,NA,AY589734,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,sp.,Montastraea sp.,in hospite,Caribbean,NA,Western Caribbean,NA,NA,14.5,-82.5,1000000,2,3,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NA
C,C3g,ITS2,NA,NA,AY589735,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,sp.,Montastraea sp.,in hospite,Caribbean,NA,Western Caribbean,NA,NA,14.5,-82.5,1000000,13,25,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,3,3,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
D,D1,ITS2,NA,DGGE,same_as_AF174574,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1,ITS2,NA,DGGE,same_as_AF174574,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
D,D10,ITS2,NA,DGGE,same_as_EU812741,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
G,G1,ITS2,NA,DGGE,same_as_AM748597,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C15,ITS2,NA,DGGE,same_as_AY239369,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,aequituberculata,Montipora aequituberculata,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17,ITS2,NA,DGGE,same_as_AY239370,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,aequituberculata,Montipora aequituberculata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,10,10,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,NA,NA,NO_Stat_2009_MEPS_386_83
C,C26a,ITS2,NA,DGGE,Same_as_EU449107,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,aequituberculata,Montipora aequituberculata,in hospite,Aquarium,United States,Pennsylvania,State College,Penn State aquarium,40.793395,-77.860001,1000,,,NA,NA,Smith_2009_J_Phycol_45_1030,same_as_C26_C35a (type 2),NA,NA
D,D5,ITS2,NA,DGGE,same_as_EU812743,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,aequituberculata,Montipora aequituberculata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C15,ITS2,NA,DGGE,same_as_AY239369,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,angulata,Montipora angulata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C15,ITS2,NA,DGGE,same_as_AY239369,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,angulata,Montipora angulata,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C15k,ITS2,NA,DGGE,GU111873,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,angulata,Montipora angulata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C110,ITS2,NA,DGGE,GU111892,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,caliculata,Montipora caliculata,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C15,ITS2,NA,DGGE,same_as_AY239369,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,caliculata,Montipora caliculata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
D,D5,ITS2,NA,DGGE,same_as_EU812743,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,caliculata,Montipora caliculata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
A,NA,ITS,zMonverA-cult,sequencing,AF180121,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,culture,NA,NA,NA,NA,NA,,,,,,NA,NA,Hunter_1997_ICRS8_2_1599,NA,same_as_Symbiodinum kawagutii,NA
A,NA,ITS,zMonverB-cult,sequencing,AF180122,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,culture,NA,NA,NA,NA,NA,,,,,,NA,NA,Hunter_1997_ICRS8_2_1599,NA,same_as_Symbiodinum kawagutii,NA
C,C17,ITS2,NA,cloning,same_as_AY239370,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JA-HIMB3,16.7429333,-169.5378167,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17,ITS2,NA,cloning,same_as_AY239370,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-20,16.7611667,-169.5269667,100,5,10,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17,ITS2,NA,cloning,same_as_AY239370,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4211833,-157.7875833,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17,ITS2,NA,cloning,same_as_AY239370,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4262333,-157.7889333,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17,ITS2,NA,cloning,same_as_AY239370,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4339833,-157.7916167,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,NA,cloning,FJ461513,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JA-HIMB3,16.7429333,-169.5378167,100,3,7,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,M459,cloning,FN298456,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4324833,-157.7893,250,4,4,2007,2007,Pochon_2010_J_Phycol_46_53,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,M483,cloning,FN298458,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4324833,-157.7893,250,4,4,2007,2007,Pochon_2010_J_Phycol_46_53,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,NA,cloning,same_as_FJ461513,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-20,16.7611667,-169.5269667,100,5,10,2006,2006,Stat_2009_MEPS_386_83,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,NA,cloning,same_as_FJ461513,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4150333,-157.7804333,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,NA,cloning,same_as_FJ461513,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4211833,-157.7875833,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,NA,cloning,same_as_FJ461513,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4262333,-157.7889333,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,NA,cloning,same_as_FJ461513,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4339833,-157.7916167,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,NA,cloning,same_as_FJ461513,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4366667,-157.7919667,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,NA,cloning,same_as_FJ461513,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.43775,-157.7906667,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,NA,cloning,same_as_FJ461513,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4498667,-157.7960333,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,NA,cloning,same_as_FJ461513,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4504333,-157.7930833,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C17.2,ITS2,NA,cloning,same_as_FJ461513,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4518667,-157.797,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,NA,NA,NO_Stat_2009_MEPS_386_83
C,C21,ITS2,J174,cloning,FN298460,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4324833,-157.7893,250,4,4,2007,2007,Pochon_2010_J_Phycol_46_53,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21,ITS2,NA,cloning,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4150333,-157.7804333,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21,ITS2,NA,cloning,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4211833,-157.7875833,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21,ITS2,NA,cloning,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4262333,-157.7889333,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21,ITS2,NA,cloning,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4339833,-157.7916167,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21,ITS2,NA,cloning,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4366667,-157.7919667,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21,ITS2,NA,cloning,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.43775,-157.7906667,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21,ITS2,NA,cloning,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4498667,-157.7960333,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21,ITS2,NA,cloning,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4504333,-157.7930833,100,0,2,2007,2007,Stat_2011_PLoS_ONE_6_e15854,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
