spatial scale,RobustnessType,diff_obs,obt_p,obt_F,pval,type1,type2,p_adjust_holm
global_r.permres,TotalRobustness,-0.183782432,3.39E-198,19508.96302,0.000999001,bleach,RL,0
global_r.permres.1,TotalRobustness,-0.120093094,1.78E-167,9378.871677,0.000999001,bleach,LT_BL,0
global_r.permres.2,TotalRobustness,-0.173312381,2.78E-205,23078.31201,0.000999001,bleach,LT_SL,0
global_r.permres.3,TotalRobustness,0.007904621,1.38E-14,69.39770306,0.000999001,bleach,LT_HL,0
global_r.permres.4,TotalRobustness,0.144914786,1.85E-95,1567.913645,0.000999001,bleach,RB,0
global_r.permres.5,TotalRobustness,0.32707867,1.04E-244,58578.4829,0.000999001,bleach,TLB,0
global_r.permres.6,TotalRobustness,0.506844241,5.55562020836645e-312,285319.8925,0.000999001,bleach,DHB,0
global_r.permres.7,TotalRobustness,0.033425562,1.13E-85,1205.759636,0.000999001,bleach,DLB,0
global_r.permres.8,TotalRobustness,0.063689339,1.76E-117,2762.544688,0.000999001,RL,LT_BL,0
global_r.permres.9,TotalRobustness,0.010470051,1.19E-17,88.9705325,0.000999001,RL,LT_SL,0
global_r.permres.10,TotalRobustness,0.191687053,8.69E-233,44219.48438,0.000999001,RL,LT_HL,0
global_r.permres.11,TotalRobustness,0.328697218,2.03E-161,8108.593272,0.000999001,RL,RB,0
global_r.permres.12,TotalRobustness,0.510861103,3.14E-284,148548.7314,0.000999001,RL,TLB,0
global_r.permres.13,TotalRobustness,0.690626673,0,574003.8521,0.000999001,RL,DHB,0
global_r.permres.14,TotalRobustness,0.217207994,4.57E-242,55039.37652,0.000999001,RL,DLB,0
global_r.permres.15,TotalRobustness,-0.053219288,5.73E-117,2727.137806,0.000999001,LT_BL,LT_SL,0
global_r.permres.16,TotalRobustness,0.127997714,7.84E-210,25704.01315,0.000999001,LT_BL,LT_HL,0
global_r.permres.17,TotalRobustness,0.265007879,3.21E-144,5348.427296,0.000999001,LT_BL,RB,0
global_r.permres.18,TotalRobustness,0.447171764,7.16E-278,127910.4472,0.000999001,LT_BL,TLB,0
global_r.permres.19,TotalRobustness,0.626937334,0,616658.57,0.000999001,LT_BL,DHB,0
global_r.permres.20,TotalRobustness,0.153518655,1.68E-223,35513.45474,0.000999001,LT_BL,DLB,0
global_r.permres.21,TotalRobustness,0.181217002,6.52E-259,81859.31407,0.000999001,LT_SL,LT_HL,0
global_r.permres.22,TotalRobustness,0.318227167,4.32E-160,7853.565689,0.000999001,LT_SL,RB,0
global_r.permres.23,TotalRobustness,0.500391052,2.15E-294,188677.5592,0.000999001,LT_SL,TLB,0
global_r.permres.24,TotalRobustness,0.680156622,0,1153156.044,0.000999001,LT_SL,DHB,0
global_r.permres.25,TotalRobustness,0.206737943,2.06E-267,99996.91175,0.000999001,LT_SL,DLB,0
global_r.permres.26,TotalRobustness,0.137010165,7.51E-94,1502.533594,0.000999001,LT_HL,RB,0
global_r.permres.27,TotalRobustness,0.31917405,1.80E-271,110023.2555,0.000999001,LT_HL,TLB,0
global_r.permres.28,TotalRobustness,0.49893962,0,2.44E+30,0.000999001,LT_HL,DHB,0
global_r.permres.29,TotalRobustness,0.025520941,2.41E-208,24814.26774,0.000999001,LT_HL,DLB,0
global_r.permres.30,TotalRobustness,0.182163885,4.30E-113,2472.82597,0.000999001,RB,TLB,0
global_r.permres.31,TotalRobustness,0.361929455,3.95E-172,10484.95259,0.000999001,RB,DHB,0
global_r.permres.32,TotalRobustness,-0.111489224,1.18E-78,992.8255252,0.000999001,RB,DLB,0
global_r.permres.33,TotalRobustness,0.17976557,9.13E-223,34901.36209,0.000999001,TLB,DHB,0
global_r.permres.34,TotalRobustness,-0.293653109,3.33E-263,90564.60004,0.000999001,TLB,DLB,0
global_r.permres.35,TotalRobustness,-0.473418679,0,8538839.974,0.000999001,DHB,DLB,0
global_r.permres1,SymbiontRobustness,-0.13578329,3.25E-111,2357.617754,0.000999001,bleach,RL,0
global_r.permres.110,SymbiontRobustness,-0.001976155,0.458800023,0.55099507,0.454545455,bleach,LT_BL,0.914
global_r.permres.210,SymbiontRobustness,-0.115926501,3.35E-52,443.1551655,0.000999001,bleach,LT_SL,0
global_r.permres.36,SymbiontRobustness,-0.057248978,1.15E-155,7058.771745,0.000999001,bleach,LT_HL,0
global_r.permres.41,SymbiontRobustness,-0.136153582,4.54E-71,798.9902499,0.000999001,bleach,RH,0
global_r.permres.51,SymbiontRobustness,-0.030808157,1.22E-105,2044.208078,0.000999001,bleach,TLH,0
global_r.permres.61,SymbiontRobustness,0.286835432,3.37E-226,37849.43918,0.000999001,bleach,DHH,0
global_r.permres.71,SymbiontRobustness,-0.39348603,1.52727924870308e-312,289106.9487,0.000999001,bleach,DLH,0
global_r.permres.81,SymbiontRobustness,0.133807134,6.82E-88,1280.791365,0.000999001,RL,LT_BL,0
global_r.permres.91,SymbiontRobustness,0.019856788,0.001336255,10.59434266,0.000999001,RL,LT_SL,0
global_r.permres.101,SymbiontRobustness,0.078534312,9.99E-73,838.4594526,0.000999001,RL,LT_HL,0
global_r.permres.111,SymbiontRobustness,-0.000370292,0.946251584,0.0045564,0.951048951,RL,RH,0.952
global_r.permres.121,SymbiontRobustness,0.104975133,9.71E-94,1498.083582,0.000999001,RL,TLH,0
global_r.permres.131,SymbiontRobustness,0.422618722,1.30E-198,19702.13508,0.000999001,RL,DHH,0
global_r.permres.141,SymbiontRobustness,-0.257702741,1.74E-165,8941.602476,0.000999001,RL,DLH,0
global_r.permres.151,SymbiontRobustness,-0.113950346,6.14E-46,355.8956172,0.000999001,LT_BL,LT_SL,0
global_r.permres.161,SymbiontRobustness,-0.055272823,2.16E-53,461.2693005,0.000999001,LT_BL,LT_HL,0
global_r.permres.171,SymbiontRobustness,-0.134177427,2.93E-62,613.1918892,0.000999001,LT_BL,RH,0
global_r.permres.181,SymbiontRobustness,-0.028832002,7.80E-23,125.5107298,0.000999001,LT_BL,TLH,0
global_r.permres.191,SymbiontRobustness,0.288811588,3.40E-170,10010.29154,0.000999001,LT_BL,DHH,0
global_r.permres.201,SymbiontRobustness,-0.391509875,6.00E-205,22896.55844,0.000999001,LT_BL,DLH,0
global_r.permres.211,SymbiontRobustness,0.058677524,1.89E-21,115.3014366,0.000999001,LT_SL,LT_HL,0
global_r.permres.221,SymbiontRobustness,-0.020227081,0.005808761,7.778444952,0.003996004,LT_SL,RH,0.009
global_r.permres.231,SymbiontRobustness,0.085118344,3.96E-36,242.6260909,0.000999001,LT_SL,TLH,0
global_r.permres.241,SymbiontRobustness,0.402761934,1.42E-142,5138.213754,0.000999001,LT_SL,DHH,0
global_r.permres.251,SymbiontRobustness,-0.277559529,1.13E-114,2573.763042,0.000999001,LT_SL,DLH,0
global_r.permres.261,SymbiontRobustness,-0.078904604,4.60E-39,273.8213165,0.000999001,LT_HL,RH,0
global_r.permres.271,SymbiontRobustness,0.026440821,0,1.66E+28,0.000999001,LT_HL,TLH,0
global_r.permres.281,SymbiontRobustness,0.34408441,8.12E-252,69259.61148,0.000999001,LT_HL,DHH,0
global_r.permres.291,SymbiontRobustness,-0.336237053,0,1586921.683,0.000999001,LT_HL,DLH,0
global_r.permres.301,SymbiontRobustness,0.105345425,4.25E-55,488.0832708,0.000999001,RH,TLH,0
global_r.permres.311,SymbiontRobustness,0.422989014,3.65E-157,7318.782649,0.000999001,RH,DHH,0
global_r.permres.321,SymbiontRobustness,-0.257332449,1.85E-119,2903.307473,0.000999001,RH,DLH,0
global_r.permres.331,SymbiontRobustness,0.317643589,4.95E-245,59024.21892,0.000999001,TLH,DHH,0
global_r.permres.341,SymbiontRobustness,-0.362677874,0,1846317.879,0.000999001,TLH,DLH,0
global_r.permres.351,SymbiontRobustness,-0.680321463,5.12E-308,259923.6271,0.000999001,DHH,DLH,0
global_r.permres2,HostRobustness,-0.201520211,6.81E-215,28974.48205,0.000999001,bleach,RL,0
global_r.permres.112,HostRobustness,-0.15148539,9.76E-205,22782.16394,0.000999001,bleach,LT_BL,0
global_r.permres.212,HostRobustness,-0.209817682,5.01E-217,30474.1849,0.000999001,bleach,LT_SL,0
global_r.permres.37,HostRobustness,0.016559228,3.38E-50,413.8362864,0.000999001,bleach,LT_HL,0
global_r.permres.42,HostRobustness,-0.189088647,3.16E-29,177.2526959,0.000999001,bleach,RS,0
global_r.permres.52,HostRobustness,-0.100563395,2.19E-87,1263.35209,0.000999001,bleach,TLS,0
global_r.permres.62,HostRobustness,0.479800242,2.32951952014148e-320,347431.5993,0.000999001,bleach,DHS,0
global_r.permres.72,HostRobustness,-0.472199758,5.31748032649558e-319,336511.501,0.000999001,bleach,DLS,0
global_r.permres.82,HostRobustness,0.050034821,2.04E-110,2310.205329,0.000999001,RL,LT_BL,0
global_r.permres.92,HostRobustness,-0.008297471,1.85E-10,45.26479209,0.000999001,RL,LT_SL,0
global_r.permres.102,HostRobustness,0.218079439,1.06E-248,64356.14235,0.000999001,RL,LT_HL,0
global_r.permres.113,HostRobustness,0.012431564,0.382572195,0.765859353,0.35964036,RL,RS,0.359
global_r.permres.122,HostRobustness,0.100956816,2.52E-87,1261.220421,0.000999001,RL,TLS,0
global_r.permres.132,HostRobustness,0.681320453,0,628150.0712,0.000999001,RL,DHS,0
global_r.permres.142,HostRobustness,-0.270679547,4.77E-267,99145.14313,0.000999001,RL,DLS,0
global_r.permres.152,HostRobustness,-0.058332292,4.92E-121,3020.05795,0.000999001,LT_BL,LT_SL,0
global_r.permres.162,HostRobustness,0.168044618,5.99E-259,81930.24252,0.000999001,LT_BL,LT_HL,0
global_r.permres.172,HostRobustness,-0.037603257,0.008713466,7.020982849,0.012987013,LT_BL,RS,0.036
global_r.permres.182,HostRobustness,0.050921995,1.77E-44,337.330859,0.000999001,LT_BL,TLS,0
global_r.permres.192,HostRobustness,0.631285632,0,1156236.921,0.000999001,LT_BL,DHS,0
global_r.permres.202,HostRobustness,-0.320714368,6.83955652656758e-314,298422.7015,0.000999001,LT_BL,DLS,0
global_r.permres.213,HostRobustness,0.22637691,1.81E-249,65531.39504,0.000999001,LT_SL,LT_HL,0
global_r.permres.222,HostRobustness,0.020729035,0.146141592,2.128938267,0.147852148,LT_SL,RS,0.294
global_r.permres.232,HostRobustness,0.109254287,5.23E-93,1469.233141,0.000999001,LT_SL,TLS,0
global_r.permres.242,HostRobustness,0.689617923,0,608138.137,0.000999001,LT_SL,DHS,0
global_r.permres.252,HostRobustness,-0.262382077,5.32E-262,88034.61879,0.000999001,LT_SL,DLS,0
global_r.permres.262,HostRobustness,-0.205647875,7.33E-33,210.3484554,0.000999001,LT_HL,RS,0
global_r.permres.272,HostRobustness,-0.117122623,3.71E-102,1868.314457,0.000999001,LT_HL,TLS,0
global_r.permres.282,HostRobustness,0.463241014,0,3.38E+30,0.000999001,LT_HL,DHS,0
global_r.permres.292,HostRobustness,-0.488758986,0,2.10E+31,0.000999001,LT_HL,DLS,0
global_r.permres.302,HostRobustness,0.088525253,4.69E-09,37.60519351,0.000999001,RS,TLS,0
global_r.permres.312,HostRobustness,0.668888889,5.98E-109,2225.352619,0.000999001,RS,DHS,0
global_r.permres.322,HostRobustness,-0.283111111,4.01E-49,398.6618721,0.000999001,RS,DLS,0
global_r.permres.332,HostRobustness,0.580363636,2.41E-234,45874.22943,0.000999001,TLS,DHS,0
global_r.permres.342,HostRobustness,-0.371636364,1.16E-196,18810.69318,0.000999001,TLS,DLS,0
global_r.permres.352,HostRobustness,-0.952,0,5.35E+31,0.000999001,DHS,DLS,0
carib_r.permres,TotalRobustness,0.019729458,9.99E-05,15.78108404,0.000999001,bleach,RL,0
carib_r.permres.1,TotalRobustness,0.045454545,1.26E-17,88.79280905,0.000999001,bleach,LT_BL,0
carib_r.permres.2,TotalRobustness,0.048319452,4.23E-19,98.72525269,0.000999001,bleach,LT_SL,0
carib_r.permres.3,TotalRobustness,0.091145372,1.41E-48,391.1039029,0.000999001,bleach,LT_HL,0
carib_r.permres.4,TotalRobustness,0.368364936,5.80E-129,3678.429762,0.000999001,bleach,RB,0
carib_r.permres.5,TotalRobustness,0.504774486,8.79E-174,10907.85421,0.000999001,bleach,TLB,0
carib_r.permres.6,TotalRobustness,0.339852539,6.00E-143,5185.213189,0.000999001,bleach,DHB,0
carib_r.permres.7,TotalRobustness,0.389577057,1.86E-143,5249.759804,0.000999001,bleach,DLB,0
carib_r.permres.8,TotalRobustness,0.025725087,2.80E-22,121.3730483,0.000999001,RL,LT_BL,0
carib_r.permres.9,TotalRobustness,0.028589994,9.65E-25,140.1399013,0.000999001,RL,LT_SL,0
carib_r.permres.10,TotalRobustness,0.071415914,1.62E-93,1489.293721,0.000999001,RL,LT_HL,0
carib_r.permres.11,TotalRobustness,0.348635478,1.94E-151,6372.95799,0.000999001,RL,RB,0
carib_r.permres.12,TotalRobustness,0.485045028,4.69E-231,42447.6596,0.000999001,RL,TLB,0
carib_r.permres.13,TotalRobustness,0.320123081,4.11E-205,22985.93852,0.000999001,RL,DHB,0
carib_r.permres.14,TotalRobustness,0.369847599,6.49E-179,12330.46028,0.000999001,RL,DLB,0
carib_r.permres.15,TotalRobustness,0.002864906,0.175312668,1.850284742,0.175824176,LT_BL,LT_SL,0.185
carib_r.permres.16,TotalRobustness,0.045690826,6.02E-80,1029.490826,0.000999001,LT_BL,LT_HL,0
carib_r.permres.17,TotalRobustness,0.32291039,2.98E-148,5899.186626,0.000999001,LT_BL,RB,0
carib_r.permres.18,TotalRobustness,0.459319941,9.65E-239,50888.68336,0.000999001,LT_BL,TLB,0
carib_r.permres.19,TotalRobustness,0.294397994,6.54E-214,28309.01216,0.000999001,LT_BL,DHB,0
carib_r.permres.20,TotalRobustness,0.344122512,1.64E-178,12212.44293,0.000999001,LT_BL,DLB,0
carib_r.permres.21,TotalRobustness,0.04282592,1.94E-69,761.6345692,0.000999001,LT_SL,LT_HL,0
carib_r.permres.22,TotalRobustness,0.320045484,1.22E-146,5672.946476,0.000999001,LT_SL,RB,0
carib_r.permres.23,TotalRobustness,0.456455034,1.72E-234,46034.1054,0.000999001,LT_SL,TLB,0
carib_r.permres.24,TotalRobustness,0.291533087,3.87E-208,24694.03832,0.000999001,LT_SL,DHB,0
carib_r.permres.25,TotalRobustness,0.341257605,3.36E-176,11556.80268,0.000999001,LT_SL,DLB,0
carib_r.permres.26,TotalRobustness,0.277219564,1.00E-140,4911.321576,0.000999001,LT_HL,RB,0
carib_r.permres.27,TotalRobustness,0.413629114,2.39E-258,80780.06435,0.000999001,LT_HL,TLB,0
carib_r.permres.28,TotalRobustness,0.248707167,1.30E-245,59837.13756,0.000999001,LT_HL,DHB,0
carib_r.permres.29,TotalRobustness,0.298431685,2.10E-176,11613.41574,0.000999001,LT_HL,DLB,0
carib_r.permres.30,TotalRobustness,0.13640955,1.45E-80,1047.391805,0.000999001,RB,TLB,0
carib_r.permres.31,TotalRobustness,-0.028512397,4.43E-11,48.73436529,0.000999001,RB,DHB,0
carib_r.permres.32,TotalRobustness,0.021212121,1.83E-05,19.29766592,0.000999001,RB,DLB,0
carib_r.permres.33,TotalRobustness,-0.164921947,5.20E-164,8630.057277,0.000999001,TLB,DHB,0
carib_r.permres.34,TotalRobustness,-0.115197429,5.24E-90,1355.953003,0.000999001,TLB,DLB,0
carib_r.permres.35,TotalRobustness,0.049724518,5.46E-40,284.1146364,0.000999001,DHB,DLB,0
carib_r.permres1,SymbiontRobustness,-0.020881328,0.008355592,7.098876647,0.006993007,bleach,RL,0.048
carib_r.permres.110,SymbiontRobustness,0.098204265,9.96E-19,96.18835922,0.000999001,bleach,LT_BL,0
carib_r.permres.210,SymbiontRobustness,0.139376218,9.20E-22,117.5804312,0.000999001,bleach,LT_SL,0
carib_r.permres.36,SymbiontRobustness,0.008063087,0.242494956,1.374314145,0.251748252,bleach,LT_HL,0.753
carib_r.permres.41,SymbiontRobustness,-0.007457511,0.396650303,0.721617337,0.401598402,bleach,RH,0.802
carib_r.permres.51,SymbiontRobustness,0.138316779,1.56E-49,404.4204018,0.000999001,bleach,TLH,0
carib_r.permres.61,SymbiontRobustness,-0.093861115,1.91E-26,153.7756923,0.000999001,bleach,DHH,0
carib_r.permres.71,SymbiontRobustness,0.112664573,3.05E-37,254.2096077,0.000999001,bleach,DLH,0
carib_r.permres.81,SymbiontRobustness,0.119085593,5.64E-33,211.4329574,0.000999001,RL,LT_BL,0
carib_r.permres.91,SymbiontRobustness,0.160257546,3.66E-31,194.5310208,0.000999001,RL,LT_SL,0
carib_r.permres.101,SymbiontRobustness,0.028944415,6.42E-13,59.34824829,0.000999001,RL,LT_HL,0
carib_r.permres.111,SymbiontRobustness,0.013423817,0.044069151,4.10667799,0.044955045,RL,RH,0.22
carib_r.permres.121,SymbiontRobustness,0.159198107,1.26E-100,1795.370776,0.000999001,RL,TLH,0
carib_r.permres.131,SymbiontRobustness,-0.072979787,5.76E-34,220.9894321,0.000999001,RL,DHH,0
carib_r.permres.141,SymbiontRobustness,0.133545901,3.59E-81,1065.20993,0.000999001,RL,DLH,0
carib_r.permres.151,SymbiontRobustness,0.041171953,0.001889879,9.921011429,0.001998002,LT_BL,LT_SL,0.009
carib_r.permres.161,SymbiontRobustness,-0.090141178,2.10E-26,153.4363444,0.000999001,LT_BL,LT_HL,0
carib_r.permres.171,SymbiontRobustness,-0.105661776,4.46E-24,134.9670679,0.000999001,LT_BL,RH,0
carib_r.permres.181,SymbiontRobustness,0.040112514,1.11E-07,30.38376213,0.000999001,LT_BL,TLH,0
carib_r.permres.191,SymbiontRobustness,-0.19206538,8.30E-61,586.0905972,0.000999001,LT_BL,DHH,0
carib_r.permres.201,SymbiontRobustness,0.014460308,0.053866201,3.761967038,0.048951049,LT_BL,DLH,0.22
carib_r.permres.211,SymbiontRobustness,-0.131313131,1.63E-25,146.2445148,0.000999001,LT_SL,LT_HL,0
carib_r.permres.221,SymbiontRobustness,-0.146833729,1.75E-25,146.0028161,0.000999001,LT_SL,RH,0
carib_r.permres.231,SymbiontRobustness,-0.00105944,0.922374964,0.009519532,0.923076923,LT_SL,TLH,0.923
carib_r.permres.241,SymbiontRobustness,-0.233237334,5.37E-51,425.3601073,0.000999001,LT_SL,DHH,0
carib_r.permres.251,SymbiontRobustness,-0.026711645,0.015870156,5.919659011,0.013986014,LT_SL,DLH,0.078
carib_r.permres.261,SymbiontRobustness,-0.015520598,0.004914188,8.093531031,0.006993007,LT_HL,RH,0.048
carib_r.permres.271,SymbiontRobustness,0.130253692,0,4.50E+30,0.000999001,LT_HL,TLH,0
carib_r.permres.281,SymbiontRobustness,-0.101924202,2.51E-80,1040.456765,0.000999001,LT_HL,DHH,0
carib_r.permres.291,SymbiontRobustness,0.104601486,5.22E-134,4165.971086,0.000999001,LT_HL,DLH,0
carib_r.permres.301,SymbiontRobustness,0.14577429,2.91E-67,713.9750081,0.000999001,RH,TLH,0
carib_r.permres.311,SymbiontRobustness,-0.086403604,2.02E-30,187.8240554,0.000999001,RH,DHH,0
carib_r.permres.321,SymbiontRobustness,0.120122084,2.34E-52,445.4930675,0.000999001,RH,DLH,0
carib_r.permres.331,SymbiontRobustness,-0.232177894,1.32E-144,5398.972703,0.000999001,TLH,DHH,0
carib_r.permres.341,SymbiontRobustness,-0.025652206,6.81E-37,250.5474354,0.000999001,TLH,DLH,0
carib_r.permres.351,SymbiontRobustness,0.206525689,1.41E-125,3382.197614,0.000999001,DHH,DLH,0
carib_r.permres2,HostRobustness,0.031159549,1.24E-11,51.86771211,0.000999001,bleach,RL,0
carib_r.permres.112,HostRobustness,0.028589994,2.93E-10,44.15092068,0.000999001,bleach,LT_BL,0
carib_r.permres.212,HostRobustness,0.020674582,2.45E-06,23.57254079,0.000999001,bleach,LT_SL,0
carib_r.permres.37,HostRobustness,0.144722075,4.23E-92,1434.130025,0.000999001,bleach,LT_HL,0
carib_r.permres.42,HostRobustness,0.058765038,9.44E-07,25.6430012,0.000999001,bleach,RS,0
carib_r.permres.52,HostRobustness,0.111390054,1.68E-39,278.6602422,0.000999001,bleach,TLS,0
carib_r.permres.62,HostRobustness,0.008384692,0.440151145,0.598321338,0.443556444,bleach,DHS,1
carib_r.permres.72,HostRobustness,0.063753191,2.40E-33,214.9911824,0.000999001,bleach,DLS,0
carib_r.permres.82,HostRobustness,-0.002569555,0.36545925,0.822859767,0.364635365,RL,LT_BL,1
carib_r.permres.92,HostRobustness,-0.010484967,0.000198571,14.3829642,0.000999001,RL,LT_SL,0
carib_r.permres.102,HostRobustness,0.113562526,1.61E-122,3134.160083,0.000999001,RL,LT_HL,0
carib_r.permres.113,HostRobustness,0.02760549,0.0140863,6.136762807,0.013986014,RL,RS,0.096
carib_r.permres.122,HostRobustness,0.080230505,1.45E-30,189.1162505,0.000999001,RL,TLS,0
carib_r.permres.132,HostRobustness,-0.022774857,0.028859552,4.847110823,0.026973027,RL,DHS,0.156
carib_r.permres.142,HostRobustness,0.032593643,6.25E-23,126.2326251,0.000999001,RL,DLS,0
carib_r.permres.152,HostRobustness,-0.007915411,0.004127628,8.423731369,0.006993007,LT_BL,LT_SL,0.054
carib_r.permres.162,HostRobustness,0.116132081,2.24E-126,3449.994881,0.000999001,LT_BL,LT_HL,0
carib_r.permres.172,HostRobustness,0.030175045,0.007323126,7.344529575,0.012987013,LT_BL,RS,0.096
carib_r.permres.182,HostRobustness,0.08280006,4.82E-32,202.6481566,0.000999001,LT_BL,TLS,0
carib_r.permres.192,HostRobustness,-0.020205302,0.051993164,3.822412959,0.057942058,LT_BL,DHS,0.285
carib_r.permres.202,HostRobustness,0.035163198,4.69E-26,150.6000962,0.000999001,LT_BL,DLS,0
carib_r.permres.213,HostRobustness,0.124047492,7.18E-136,4360.895428,0.000999001,LT_SL,LT_HL,0
carib_r.permres.222,HostRobustness,0.038090456,0.000745552,11.7391274,0.000999001,LT_SL,RS,0
carib_r.permres.232,HostRobustness,0.090715472,1.86E-36,246.0127147,0.000999001,LT_SL,TLS,0
carib_r.permres.242,HostRobustness,-0.01228989,0.234970518,1.419231723,0.24975025,LT_SL,DHS,0.996
carib_r.permres.252,HostRobustness,0.043078609,1.40E-35,237.0206234,0.000999001,LT_SL,DLS,0
carib_r.permres.262,HostRobustness,-0.085957036,2.74E-13,61.53834489,0.000999001,LT_HL,RS,0
carib_r.permres.272,HostRobustness,-0.033332021,5.75E-09,37.13051775,0.000999001,LT_HL,TLS,0
carib_r.permres.282,HostRobustness,-0.136337383,1.29E-29,180.6469488,0.000999001,LT_HL,DHS,0
carib_r.permres.292,HostRobustness,-0.080968883,2.15E-94,1524.296356,0.000999001,LT_HL,DLS,0
carib_r.permres.302,HostRobustness,0.052625016,2.72E-05,18.46417984,0.000999001,RS,TLS,0
carib_r.permres.312,HostRobustness,-0.050380347,0.000892846,11.38394265,0.000999001,RS,DHS,0
carib_r.permres.322,HostRobustness,0.004988153,0.655159968,0.20006788,0.671328671,RS,DLS,1
carib_r.permres.332,HostRobustness,-0.103005362,2.94E-16,79.88435815,0.000999001,TLS,DHS,0
carib_r.permres.342,HostRobustness,-0.047636862,4.42E-14,66.30817738,0.000999001,TLS,DLS,0
carib_r.permres.352,HostRobustness,0.0553685,2.47E-07,28.59843266,0.000999001,DHS,DLS,0
cc_r.permres,TotalRobustness,0.073939394,5.90E-27,157.9636019,0.000999001,bleach,RL,0
cc_r.permres.1,TotalRobustness,0.054410774,1.57E-22,123.2445294,0.000999001,bleach,LT_BL,0
cc_r.permres.2,TotalRobustness,0.070707071,1.07E-29,181.376071,0.000999001,bleach,LT_SL,0
cc_r.permres.3,TotalRobustness,0.103569024,1.33E-55,496.2356618,0.000999001,bleach,LT_HL,0
cc_r.permres.4,TotalRobustness,0.413166491,1.32E-138,4663.194527,0.000999001,bleach,RB,0
cc_r.permres.5,TotalRobustness,0.452665963,5.88E-165,8828.508817,0.000999001,bleach,TLB,0
cc_r.permres.6,TotalRobustness,0.372310166,9.22E-147,5689.50667,0.000999001,bleach,DHB,0
cc_r.permres.7,TotalRobustness,0.40638223,2.84E-142,5100.541966,0.000999001,bleach,DLB,0
cc_r.permres.8,TotalRobustness,-0.01952862,1.41E-06,24.76502404,0.000999001,RL,LT_BL,0
cc_r.permres.9,TotalRobustness,-0.003232323,0.458564772,0.551573187,0.422577423,RL,LT_SL,0.438
cc_r.permres.10,TotalRobustness,0.02962963,2.75E-14,67.56502664,0.000999001,RL,LT_HL,0
cc_r.permres.11,TotalRobustness,0.339227097,1.77E-133,4112.022518,0.000999001,RL,RB,0
cc_r.permres.12,TotalRobustness,0.378726569,1.90E-169,9832.691391,0.000999001,RL,TLB,0
cc_r.permres.13,TotalRobustness,0.298370772,1.62E-146,5655.600909,0.000999001,RL,DHB,0
cc_r.permres.14,TotalRobustness,0.332442836,1.65E-138,4652.217335,0.000999001,RL,DLB,0
cc_r.permres.15,TotalRobustness,0.016296296,5.93E-08,31.78877171,0.000999001,LT_BL,LT_SL,0
cc_r.permres.16,TotalRobustness,0.049158249,4.55E-79,1004.466072,0.000999001,LT_BL,LT_HL,0
cc_r.permres.17,TotalRobustness,0.358755716,1.30E-157,7398.07757,0.000999001,LT_BL,RB,0
cc_r.permres.18,TotalRobustness,0.398255189,3.58E-228,39655.75459,0.000999001,LT_BL,TLB,0
cc_r.permres.19,TotalRobustness,0.317899392,2.04E-198,19611.07107,0.000999001,LT_BL,DHB,0
cc_r.permres.20,TotalRobustness,0.351971456,1.32E-167,9407.812604,0.000999001,LT_BL,DLB,0
cc_r.permres.21,TotalRobustness,0.032861953,1.02E-29,181.5460825,0.000999001,LT_SL,LT_HL,0
cc_r.permres.22,TotalRobustness,0.34245942,4.09E-146,5600.748158,0.000999001,LT_SL,RB,0
cc_r.permres.23,TotalRobustness,0.381958892,7.75E-198,19343.48683,0.000999001,LT_SL,TLB,0
cc_r.permres.24,TotalRobustness,0.301603096,4.93E-172,10460.70777,0.000999001,LT_SL,DHB,0
cc_r.permres.25,TotalRobustness,0.33567516,9.05E-154,6742.813322,0.000999001,LT_SL,DLB,0
cc_r.permres.26,TotalRobustness,0.309597467,1.43E-151,6393.710356,0.000999001,LT_HL,RB,0
cc_r.permres.27,TotalRobustness,0.34909694,5.12E-256,76463.64597,0.000999001,LT_HL,TLB,0
cc_r.permres.28,TotalRobustness,0.268741143,8.85E-211,26287.09903,0.000999001,LT_HL,DHB,0
cc_r.permres.29,TotalRobustness,0.302813207,1.78E-163,8520.013378,0.000999001,LT_HL,DLB,0
cc_r.permres.30,TotalRobustness,0.039499472,2.05E-18,94.07232555,0.000999001,RB,TLB,0
cc_r.permres.31,TotalRobustness,-0.040856324,2.03E-18,94.10096229,0.000999001,RB,DHB,0
cc_r.permres.32,TotalRobustness,-0.006784261,0.18282198,1.787161615,0.196803197,RB,DLB,0.392
cc_r.permres.33,TotalRobustness,-0.080355797,1.81E-93,1487.376963,0.000999001,TLB,DHB,0
cc_r.permres.34,TotalRobustness,-0.046283733,8.85E-29,173.3689091,0.000999001,TLB,DLB,0
cc_r.permres.35,TotalRobustness,0.034072064,3.43E-17,85.93043777,0.000999001,DHB,DLB,0
cc_r.permres1,SymbiontRobustness,0.078518519,3.86E-22,120.3442493,0.000999001,bleach,RL,0
cc_r.permres.110,SymbiontRobustness,0.047003367,9.68E-14,64.24656605,0.000999001,bleach,LT_BL,0
cc_r.permres.210,SymbiontRobustness,0.116632997,3.54E-45,346.1487538,0.000999001,bleach,LT_SL,0
cc_r.permres.36,SymbiontRobustness,0.026666667,3.74E-08,32.83248731,0.000999001,bleach,LT_HL,0
cc_r.permres.41,SymbiontRobustness,0.118175301,1.50E-21,116.0229979,0.000999001,bleach,RH,0
cc_r.permres.51,SymbiontRobustness,0.171612903,4.12E-90,1359.772324,0.000999001,bleach,TLH,0
